depth ODP849	d18Oforams-b	d13Cforams-b	depth ODP846	d18Oforams-b	d13Cforams-b	Time (ka)	Benthic d18O (per mil)	Standard error (per mil)
7	3.66	0.21	12	3.38	0.14	0	2.588	0.031
17	3.49	0.08	23	3.46	0.01	1	2.588	0.037
28	3.31	0.19	33	3.765	-0.08	2	2.539	0.031
45	4.17	-0.15	43	4.14	-0.17	3	2.646	0.027
55	4.69	-0.27	53	4.47	-0.21	4	2.655	0.033
69	4.92	-0.26	63	4.99	-0.41	5	2.624	0.032
89	4.55	-0.08	73	4.99	-0.43	6	2.693	0.039
89	4.8	-0.16	87	4.9	-0.41	7	2.727	0.04
109	4.59	0.02	100	4.56	-0.29	8	2.78	0.033
118	4.55	0.05	113	4.76	-0.32	9	2.745	0.035
128	4.72	0.02	123	4.74	-0.44	10	2.883	0.037
139	4.36	0.1	133	4.64	-0.38	11	2.963	0.04
150	4.46	0.05	145	4.49	-0.33	12	3.284	0.046
161	4.63	-0.02	159	4.56	-0.2	13	3.415	0.038
185	4.47	0.07	169	4.48	-0.16	14	3.641	0.032
194	4.45	-0.04	179	4.44	-0.2	15	3.855	0.04
217	4.54	-0.21	187	4.51	-0.18	16	4.111	0.033
231	4.57	-0.11	198	4.35	-0.19	17	4.241	0.039
243	4.27	0.3	207	4.37	-0.24	18	4.384	0.027
249	4.14	0.13	218	4.43	-0.23	19	4.316	0.03
256	4.1	0.25	228	4.33	-0.26	20	4.352	0.037
271	4.32	-0.03	238	4.35	-0.21	21	4.275	0.03
275	3.95	0.12	247	4.34	-0.3	22	4.243	0.027
280	3.83	0.22	259	4.46	-0.25	23	4.219	0.03
289	4	0.21	267	4.35	-0.38	24	4.171	0.038
292	3.9	0.21	278	4.5	-0.4	25	4.179	0.023
292	3.96	0.21	287	4.33	-0.41	26	4.033	0.038
296	3.71	0.2	296	4.36	-0.53	27	4.109	0.035
306	3.85	0.1	309	4.35	-0.43	28	4.113	0.031
306	3.84	-0.01	318	4.47	-0.47	29	4.091	0.033
315	4	0.17	328	4.42	-0.53	30	3.977	0.036
324	3.95	0.09	339	4.5	-0.47	31	3.984	0.033
333	3.91	-0.06	348	4.48	-0.3	32	3.959	0.026
333	3.73	-0.11	357	4.11	-0.12	33	3.939	0.025
344	3.7	0.06	367	4.33	-0.21	34	3.946	0.027
344	3.79	0.1	378	3.98	0.01	35	3.899	0.024
355	3.78	0.05	388	4.04	-0.08	36	3.814	0.028
366	3.3	0.23	399	3.9	-0.12	37	3.816	0.027
377	3.23	0.12	410	4.06	-0.09	38	3.774	0.027
388	3.15	-0.02	420	4.09	-0.13	39	3.915	0.029
398	3.27	-0.02	428	4.08	-0.18	40	3.908	0.031
408	4.13	-0.23	437	4.01	-0.01	41	3.874	0.046
418	4.42	-0.3	443	3.91	-0.385	42	3.864	0.034
428	4.85	-0.3	446	3.93	-0.21	43	3.823	0.043
437	4.75	-0.39	455	3.76	-0.23	44	3.838	0.032
437	4.84	-0.25	467	4.03	-0.29	45	3.689	0.037
447	4.98	-0.38	479	3.82	-0.08	46	3.723	0.045
456	4.7	-0.45	490	3.4	0	47	3.741	0.037
467	4.74	-0.33	502	3.515	-0.075	48	3.805	0.036
477	4.76	-0.25	512	3.13	0.22	49	3.822	0.029
488	4.67	-0.19	522	2.98	0.12	50	3.703	0.035
498	4.38	-0.46	532	3.25	-0.02	51	3.694	0.045
508	4.72	-0.39	542	4.05	-0.205	52	3.669	0.037
518	4.57	-0.21	552	4.185	-0.27	53	3.796	0.029
528	4.81	-0.45	562	4.71	-0.33	54	3.736	0.043
538	4.52	-0.49	572	4.88	-0.4	55	3.667	0.031
538	4.46	-0.3	582	4.37	-0.25	56	3.714	0.039
548	4.21	-0.13	592	4.7	-0.33	57	3.787	0.039
558	4.26	-0.37	602	4.76	-0.43	58	3.849	0.056
558	4.54	-0.24	613	4.69	-0.45	59	3.787	0.043
568	3.98	-0.22	623	4.61	-0.58	60	3.959	0.044
578	4.38	-0.35	633	4.47	-0.445	61	3.873	0.045
589	4.39	-0.34	643	4.595	-0.425	62	3.964	0.042
589	4.21	-0.31	653	4.53	-0.565	63	3.891	0.04
599	4.16	-0.41	663	4.665	-0.5	64	3.717	0.057
608	4.46	-0.42	672	4.675	-0.595	65	3.841	0.047
618	4.35	-0.34	682	4.66	-0.505	66	3.927	0.041
628	4.49	-0.45	691	4.57	-0.33	67	3.799	0.052
628	4.41	-0.23	700	4.47	-0.475	68	3.779	0.057
638	4.1	-0.16	709	4.435	-0.395	69	3.828	0.046
638	4.24	-0.11	718	4.39	-0.47	70	3.679	0.036
647	3.97	0.05	727	4.305	-0.455	71	3.585	0.053
647	3.8	-0.06	736	4.26	-0.545	72	3.575	0.035
657	3.91	-0.01	745	4.24	-0.515	73	3.589	0.035
667	3.66	-0.16	753	4.325	-0.505	74	3.388	0.044
667	3.75	0.1	762	4.3	-0.565	75	3.313	0.042
677	3.61	-0.02	771	4.3	-0.43	76	3.424	0.041
677	3.66	-0.15	779	4.46	-0.39	77	3.437	0.047
688	3.76	-0.13	788	4.065	-0.33	78	3.415	0.028
688	3.56	0.15	795	3.955	-0.27	79	3.411	0.045
688	3.84	-0.15	803	4.03	-0.32	80	3.261	0.039
698	3.89	0.11	810	4	-0.51	81	3.184	0.043
708	3.61	-0.04	818	3.625	-0.1	82	3.162	0.041
718	3.64	-0.03	826	3.815	-0.175	83	3.188	0.042
728	3.97	-0.23	834	3.71	-0.045	84	3.183	0.038
737	4.05	-0.22	842	3.6	-0.02	85	3.313	0.056
747	4.25	-0.38	850	3.53	-0.265	86	3.419	0.052
747	3.89	-0.43	859	3.455	-0.26	87	3.54	0.047
756	4.31	-0.44	868	3.795	-0.48	88	3.467	0.05
756	4.22	-0.57	877	4.325	-0.455	89	3.437	0.038
757	4.39	-0.36	887	4.41	-0.49	90	3.421	0.048
766	3.97	-0.19	898	4.07	-0.485	91	3.393	0.04
778	4.03	-0.11	908	4.195	-0.49	92	3.342	0.041
791	3.51	0.15	919	4.055	-0.47	93	3.264	0.032
803	3.76	-0.16	929	3.845	-0.33	94	3.203	0.035
813	4.06	-0.26	940	3.73	-0.315	95	3.126	0.047
824	4.51	-0.5	949	3.74	-0.27	96	3.112	0.032
835	4.25	-0.28	958	4.165	-0.49	97	3.192	0.037
849	4.35	-0.27	968	4.15	-0.455	98	3.26	0.039
849	4.29	-0.29	978	4.42	-0.69	99	3.141	0.062
861	4.43	-0.47	987	4.525	-0.565	100	3.167	0.055
861	4.24	-0.39	996	4.465	-0.645	101	3.275	0.047
871	4.42	-0.72	1006	4.51	-0.62	102	3.216	0.05
871	4.44	-0.35	1016	4.46	-0.83	103	3.236	0.042
879	4.32	-0.32	1027	4.465	-0.885	104	3.281	0.045
889	4.5	-0.37	1038	4.38	-0.82	105	3.209	0.058
895	4.49	-0.58	1050	4.385	-0.92	106	3.363	0.041
905	4.33	-0.4	1055	4.42	-0.82	107	3.404	0.047
916	4.09	-0.27	1061	4.27	-0.64	108	3.472	0.044
916	3.89	-0.13	1071	4.49	-0.55	109	3.482	0.047
927	4	-0.09	1073	4.39	-0.76	110	3.398	0.045
927	3.79	-0.1	1084	4.48	-0.54	111	3.385	0.048
937	4.13	-0.32	1091	4.27	-0.5	112	3.387	0.044
948	4.06	-0.29	1094	4.24	-0.65	113	3.295	0.049
960	4.13	-0.19	1103	4.045	-0.355	114	3.173	0.053
972	3.72	-0.29	1112	4.01	-0.44	115	3.069	0.044
982	3.75	-0.23	1120	3.81	-0.28	116	2.938	0.037
990	3.53	0.05	1123	3.87	-0.1	117	2.899	0.051
990	3.86	0.05	1128	3.84	-0.48	118	2.803	0.056
996	3.85	-0.21	1132	3.94	-0.39	119	2.658	0.026
996	3.86	-0.13	1136	3.95	-0.46	120	2.633	0.043
996	3.79	0	1141	3.85	-0.37	121	2.616	0.038
1003	3.65	0.07	1149	3.895	-0.53	122	2.542	0.032
1012	3.54	0.06	1159	4.12	-0.54	123	2.461	0.045
1026	3.44	0.06	1171	4.03	-0.38	124	2.632	0.044
1026	3.42	0.16	1180	3.96	-0.47	125	2.501	0.055
1041	3.21	0.24	1187	4.14	-0.48	126	2.517	0.036
1052	3.25	-0.17	1194	3.9	-0.36	127	2.731	0.051
1052	3.32	0.04	1203	3.87	-0.41	128	3.074	0.074
1059	3.38	0.09	1209	3.83	-0.61	129	3.263	0.082
1059	3.28	-0.16	1220	3.85	-0.48	130	3.033	0.085
1075	3.7	-0.12	1233	3.59	-0.46	131	3.168	0.089
1090	4.06	-0.2	1238	3.8	-0.34	132	3.564	0.062
1090	4.24	-0.36	1243	3.725	-0.385	133	3.768	0.051
1105	4.58	-0.13	1251	4.05	-0.5	134	4.062	0.046
1117	4.62	-0.31	1253	3.74	-0.43	135	4.219	0.041
1119	4.64	-0.47	1262	3.25	-0.22	136	4.178	0.052
1119	4.7	-0.2	1264	3.25	-0.28	137	4.156	0.05
1125	4.72	-0.16	1271	3.36	-0.27	138	4.252	0.044
1137	4.34	-0.41	1279	3.47	-0.3	139	4.227	0.051
1137	4.47	-0.25	1281	3.74	-0.45	140	4.338	0.045
1140	4.3	-0.47	1297	3.73	-0.28	141	4.173	0.048
1140	4.09	-0.31	1305	3.925	-0.475	142	4.109	0.056
1146	4.57	-0.19	1318	4.64	-0.67	143	4.144	0.052
1147	4.4	-0.41	1320	4.28	-0.51	144	4.184	0.045
1158	4.59	-0.42	1327	4.63	-0.63	145	4.105	0.048
1158	4.2	-0.08	1329	4.43	-0.51	146	4.131	0.05
1172	4.33	-0.28	1333	4.57	-0.65	147	4.176	0.052
1172	4.32	-0.28	1337	4.75	-0.53	148	4.066	0.05
1182	3.93	-0.08	1339	4.61	-0.52	149	4.11	0.04
1182	4.18	-0.04	1346	4.605	-0.53	150	4.107	0.063
1192	4.4	-0.17	1354	4.71	-0.58	151	4.023	0.055
1192	3.93	0	1356	4.41	-0.36	152	3.997	0.053
1203	4.04	-0.34	1367	4.55	-0.58	153	3.983	0.042
1212	4.12	0	1377	4.55	-0.67	154	4.015	0.035
1212	4.07	0.19	1385	4.63	-0.69	155	3.875	0.044
1222	4.09	0.03	1391	4.53	-0.72	156	4.139	0.044
1222	3.95	-0.19	1396	4.59	-0.6	157	4.101	0.041
1232	4.07	-0.03	1402	4.52	-0.46	158	4.055	0.028
1232	3.97	-0.02	1408	4.93	-0.56	159	4.021	0.052
1252	4.02	-0.03	1418	4.21	-0.44	160	4.046	0.045
1252	3.92	-0.11	1432	4.08	-0.25	161	4.012	0.041
1262	3.35	0.4	1446	4.55	-0.54	162	4.018	0.049
1262	3.11	0.34	1459	4.13	-0.34	163	4.058	0.059
1272	3.22	0.35	1469	4.13	-0.19	164	4.042	0.045
1272	3.07	0.11	1477	4.11	-0.13	165	4.039	0.046
1306	3.52	0.3	1486	4.01	-0.26	166	3.838	0.04
1328	4.83	-0.39	1495	4.09	-0.22	167	3.766	0.056
1358	4.86	-0.34	1506	3.92	-0.27	168	3.842	0.036
1364	5.05	-0.42	1518	3.72	0.08	169	3.855	0.042
1369	4.75	-0.44	1533	3.8	0.04	170	3.863	0.031
1369	4.88	-0.19	1542	3.51	-0.165	171	3.893	0.036
1381	5.07	-0.41	1547	3.52	0.19	172	3.817	0.034
1388	4.66	-0.22	1552	3.2	0.115	173	3.737	0.033
1395	4.54	-0.31	1560	3.21	0.03	174	3.639	0.035
1403	4.51	-0.06	1563	3.26	0	175	3.684	0.054
1414	4.64	-0.4	1574	3.07	0.035	176	3.753	0.044
1414	4.59	-0.38	1585	3.31	-0.035	177	3.824	0.039
1436	4.51	-0.21	1595	3.34	-0.015	178	3.797	0.033
1444	4.26	-0.15	1606	3.48	0.01	179	3.842	0.049
1453	4.27	-0.29	1617	3.715	-0.245	180	3.751	0.055
1464	4.06	-0.21	1627	4.34	-0.34	181	3.816	0.028
1475	4.43	-0.16	1641	4.53	-0.46	182	3.843	0.05
1487	3.82	0.34	1651	4.81	-0.475	183	3.727	0.039
1498	3.59	0.48	1661	4.925	-0.495	184	3.759	0.064
1498	3.88	0.22	1671	4.92	-0.36	185	3.945	0.058
1498	3.73	0.25	1682	5.005	-0.365	186	3.834	0.044
1518	3.62	0.69	1692	4.92	-0.405	187	3.762	0.052
1527	3.59	0.38	1702	4.51	-0.24	188	3.824	0.053
1537	3.78	0.28	1711	4.7	-0.395	189	3.749	0.044
1537	3.83	0.38	1731	4.46	-0.395	190	3.642	0.054
1547	3.85	0.3	1741	4.46	-0.45	191	3.491	0.048
1547	3.89	0.27	1751	4.535	-0.585	192	3.125	0.047
1557	4.01	0.16	1761	4.46	-0.457	193	3.281	0.047
1567	3.79	0.3	1771	4.44	-0.35	194	3.202	0.065
1567	3.96	0.32	1790	4.43	-0.35	195	3.265	0.052
1577	4.36	0.29	1793	4.52	-0.44	196	3.183	0.042
1587	4.11	0.28	1800	4.55	-0.46	197	3.101	0.058
1597	4.13	0.18	1803	4.45	-0.44	198	3.183	0.044
1607	3.97	-0.02	1810	4.64	-0.39	199	2.932	0.049
1617	4.01	-0.1	1820	4.71	-0.42	200	2.89	0.068
1637	4.36	-0.31	1830	4.59	-0.45	201	2.889	0.028
1647	4.17	-0.12	1841	4.61	-0.39	202	2.986	0.055
1657	4.31	-0.2	1851	4.64	-0.37	203	2.968	0.065
1667	4.58	-0.16	1861	4.43	-0.22	204	3.143	0.053
1667	4.45	-0.28	1871	4.26	-0.08	205	3.185	0.062
1677	4.23	-0.02	1881	4.04	-0.12	206	3.128	0.073
1687	4.4	-0.11	1891	4.08	0.1	207	3.145	0.075
1687	4.23	0.06	1905	3.93	0.16	208	3.074	0.074
1697	4.07	-0.18	1915	3.82	0.25	209	2.999	0.063
1707	4.09	0	1925	3.82	0.23	210	2.935	0.068
1717	3.79	-0.11	1935	4.35	-0.24	211	2.96	0.057
1737	3.42	0.09	1945	3.87	0.11	212	2.972	0.061
1747	3.55	0.18	1955	3.94	0.13	213	3.013	0.055
1747	3.7	-0.01	1965	3.68	-0.01	214	2.919	0.065
1747	3.62	0	1975	4.12	0.19	215	2.903	0.054
1757	3.87	0.07	1985	4.21	0.16	216	2.89	0.042
1767	4.22	-0.29	1995	4.26	0.22	217	2.844	0.09
1777	4.03	-0.05	2005	4.39	0.29	218	3.076	0.048
1787	4.03	-0.12	2015	4.38	0.25	219	3.298	0.052
1797	3.88	-0.35	2025	4.26	0.2	220	3.343	0.062
1807	3.56	-0.22	2027	4.07	0.13	221	3.594	0.056
1817	4.12	0.01	2035	4.12	0.07	222	3.737	0.089
1827	4.11	0.06	2043	4.08	-0.07	223	3.801	0.067
1837	3.85	0.05	2051	4.1	-0.13	224	3.747	0.065
1847	3.5	0.05	2061	4.26	-0.33	225	3.645	0.062
1857	3.08	-0.17	2070	4.38	-0.34	226	3.651	0.046
1867	4.57	-0.36	2081	4.37	-0.28	227	3.551	0.054
1887	5.1	-0.26	2091	4.34	-0.31	228	3.547	0.119
