. depth . depth																						
Depth (m) EDC	Ice age (a 1950) AICC		depth m EDC	Gas age (a 1950) AICC		EDC depth[m]	EDC CH4 [ppbv]		Gas age (a 1950) AICC	depth/gas age m EDC		depth m EDC (ref)	CO2compositBereiter		Ice age (a 1950) AICC	Depth/Ice age (m) EDC		Depth(m) EDC	EDC deut cor		Depth (m) EDC (ref)	nssCA800ka
																		2615.25	-425.9			
																		2615.8	-433.2			
																		2616.35	-430			
																		2616.9	-430.5			
																		2617.45	-431			
																		2618	-435.5			
																		2618.55	-432.5			
																		2619.1	-433.9			
																		2619.65	-434.3			
																		2620.2	-434.2			
																		2620.75	-433.3			
																		2621.3	-434.2			
																		2621.85	-434.9			
																		2622.4	-432.8			
																		2622.95	-432.6			
																		2623.5	-431.4			
																		2624.05	-434.7			
																		2624.6	-432.3			
																		2625.15	-436			
																		2625.7	-438.7			
																		2626.25	-439.9			
																		2626.8	-441.2			
																		2627.35	-440.4			
																		2627.9	-440.4			
																		2628.45	-438.3			
																		2629	-438.6			
																		2629.55	-439.9			
																		2630.1	-439.5			
																		2630.65	-441			
																		2631.2	-441.3			
																		2631.75	-440.2			
																		2632.3	-437.9			
																		2632.85	-438.6			
																		2633.4	-439.7			
																		2633.95	-434.5			
																		2634.5	-439.2			
																		2635.05	-434.6			
																		2635.6	-440.1			
																		2636.15	-433.8			
																		2636.7	-438.1			
																		2637.25	-435.1			
																		2637.8	-432.2			
																		2638.35	-433.4			
																		2638.9	-437.4			
																		2639.45	-430.2			
																		2640	-424.19			
																		2640.55	-430.5			
																		2641.1	-433.2			
																		2641.65	-431.1			
																		2642.2	-432.7			
																		2642.75	-437.6			
																		2643.3	-437.3			
																		2643.85	-432.3			
																		2644.4	-431.8			
																		2644.95	-433.7			
																		2645.5	-433.6			
																		2646.05	-433.1			
																		2646.6	-435.2			
																		2647.15	-433.4			
																		2647.7	-431.5			
																		2648.25	-428.8			
																		2648.8	-432.8			
																		2649.35	-434.4			
																		2649.9	-438.4			
																		2650.45	-435.6			
																		2651	-433.1			
																		2651.55	-432.9			
																		2652.1	-429.3			
																		2652.65	-431			
																		2653.2	-431.1			
																		2653.75	-425.7			
																		2654.3	-427.7			
																		2654.85	-427.5			
																		2655.4	-427.1			
																		2655.95	-427.4			
																		2656.5	-425.4			
																		2657.05	-422.9			
																		2657.6	-418.4			
																		2658.15	-421.2			
																		2658.7	-424.1			
																		2659.25	-425.7			
																		2659.8	-427.7			
																		2660.35	-430			
																		2660.9	-436.6			
																		2661.45	-435.7			
																		2662	-435			
																		2662.55	-433.8			
																		2663.1	-432.7			
																		2663.65	-432.5			
																		2664.2	-431.3			
																		2664.75	-428			
																		2665.3	-429.3			
																		2665.85	-428.1			
																		2666.4	-428.4			
																		2666.95	-426.6			
																		2667.5	-430.6			
																		2668.05	-427.6			
																		2668.6	-425.1			
																		2669.15	-424.4			
																		2669.7	-424.1			
																		2670.25	-422.2			
																		2670.8	-419			
																		2671.35	-419.4			
																		2671.9	-421.3			
																		2672.45	-419.7			
																		2673	-419.1			
																		2673.55	-416.1			
																		2674.1	-417.16			
																		2674.65	-412.05			
																		2675.2	-416.7			
																		2675.75	-420.7			
																		2676.3	-421.2			
																		2676.85	-420.3			
																		2677.4	-425.7			
																		2677.95	-425.2			
																		2678.5	-426.4			
																		2679.05	-423.9			
																		2679.6	-422.4			
																		2680.15	-421.3			
																		2680.7	-416.4			
																		2681.25	-419.6			
																		2681.8	-420			
																		2682.35	-416.3			
																		2682.9	-416.44			
																		2683.45	-410.2			
																		2684	-406.54			
																		2684.55	-413.9			
																		2685.1	-417.5			
																		2685.65	-419.3			
																		2686.2	-423.1			
																		2686.75	-423.4			
																		2687.3	-427.3			
																		2687.85	-426.7			
																		2688.4	-432			
																		2688.95	-430.9			
																		2689.5	-427			
																		2690.05	-428.3			
																		2690.6	-424.7			
																		2691.15	-420.8			
																		2691.7	-421.3			
																		2692.25	-422.9			
																		2692.8	-421.5			
																		2693.35	-421.4			
																		2693.9	-419.3			
																		2694.45	-418.1			
																		2695	-416.1			
																		2695.55	-414.2			
																		2696.1	-414.3			
																		2696.65	-411.2			
																		2697.2	-410.3			
																		2697.75	-409			
																		2698.3	-409.5			
																		2698.85	-407			
																		2699.4	-409			
																		2699.95	-407.9			
																		2700.5	-402.1			
																		2701.05	-401.3			
																		2701.6	-405.9			
																		2702.15	-403.6			
																		2702.7	-403.2			
																		2703.25	-401.6			
																		2703.8	-401.6			
																		2704.35	-398.5			
																		2704.9	-398.9			
																		2705.45	-397.8			
																		2706	-398.1			
																		2706.55	-394.7			
																		2707.1	-397.8			
																		2707.65	-398			
																		2708.2	-402.5			
																		2708.75	-400.4			
																		2709.3	-394.2			
																		2709.85	-395			
																		2710.4	-393.4			
																		2710.95	-397.8			
																		2711.5	-395.6			
																		2712.05	-395.2			
																		2712.6	-394.6			
																		2713.15	-393.5			
																		2713.7	-390.8			
																		2714.25	-388.2			
																		2714.8	-391			
																		2715.35	-393			
																		2715.9	-392.2			
																		2716.45	-387.4			
																		2717	-388.4			
																		2717.55	-388.4			
																		2718.1	-388.8			
																		2718.65	-388.8			
