. depth . depth																						
Depth (m) EDC	Ice age (a 1950) AICC		depth m EDC	Gas age (a 1950) AICC		EDC depth[m]	EDC CH4 [ppbv]		Gas age (a 1950) AICC	depth/gas age m EDC		depth m EDC (ref)	CO2compositBereiter		Ice age (a 1950) AICC	Depth/Ice age (m) EDC		Depth(m) EDC	EDC deut cor		Depth (m) EDC (ref)	nssCA800ka
298.65	9664.62		356.4	9514.22		302.33	618		9520.14	354.75		141.3260691	280.91		9664.62	298.65		106.7	-399.1		2639.887755	253.822
300.3	9721.51		358.05	9526.77		303.5	618		9526.77	358.05		141.7613515	280.24		9721.51	300.3		107.25	-396.9		2643.446066	298.73
301.95	9776.8		359.7	9552.67		305.08	602		9552.67	359.7		141.9993976	278.31		9776.8	301.95		107.8	-401		2646.999678	320.754
303.6	9831.27		361.35	9563.21		305.64	623		9563.21	361.35		143.5633884	280.25		9831.27	303.6		108.35	-387.9		2650.515224	283.424
305.25	9884.18		363	9573.39		308.28	612		9573.39	363		145.2015586	277.56		9884.18	305.25		108.9	-390.3		2654.191523	129.034
306.9	9944.53		364.65	9627.15		308.36	602		9627.15	364.65		145.747056	278.07		9944.53	306.9		109.45	-390.8		2658.171841	123.743
308.55	10001.6		366.3	9720.98		308.99	617		9720.98	366.3		146.2024166	278.1		10001.6	308.55		110	-390.2		2661.739039	258.318
310.2	10059.3		367.95	9814.57		310.96	625		9814.57	367.95		147.1453291	277.5		10059.3	310.2		110.55	-395.6		2665.189644	145.584
311.85	10116.4		369.6	9903.74		311.03	610		9903.74	369.6		148.8438696	277.4		10116.4	311.85		111.1	-387.7		2668.821134	99.576
313.5	10171.7		371.25	9993.7		311.68	617		9993.7	371.25		149.4180899	277.9		10171.7	313.5		111.65	-388.9		2672.761397	62.961
315.15	10227.1		372.9	10066.7		312.2	617		10066.7	372.9		150.0585665	276.7		10227.1	315.15		112.2	-388.9		2676.779787	58.308
316.8	10281.7		374.55	10122.2		313.33	623		10122.2	374.55		152.250041	278		10281.7	316.8		112.75	-395.4		2680.480411	88.888
318.45	10338		376.2	10162.8		314.48	620		10162.8	376.2		153.9000299	276.9		10338	318.45		113.3	-399.5		2684.595833	40.69
320.1	10396.1		377.85	10209.3		315.62	619		10209.3	377.85		157.8200901	276.7		10396.1	320.1		113.85	-401.7		2688.184097	102.3
321.75	10452.5		379.5	10286.1		316.08	623		10286.1	379.5		160.03125	276.7		10452.5	321.75		114.4	-392.2		2691.625926	56.178
323.4	10511.6		381.15	10330.5		316.69	620		10330.5	381.15		162.1707692	277.6		10511.6	323.4		114.95	-393.9		2695.432584	40.658
325.05	10571.5		382.8	10386.1		317.15	623		10386.1	382.8		165.5198303	277.9		10571.5	325.05		115.5	-397.7		2699.820455	46.136
326.7	10624.6		384.45	10473.2		317.73	618		10473.2	384.45		168.2801005	273.9		10624.6	326.7		116.05	-401.1		2704.749528	32.493
328.35	10675.7		386.1	10551.7		319.13	620		10551.7	386.1		171.0001618	278.9		10675.7	328.35		116.6	-395.7		2710.032398	40.166
330	10734.5		387.75	10631.2		319.28	611		10631.2	387.75		173.1399866	275.3		10734.5	330		117.15	-398.7		2715.632124	34.129
331.65	10792.7		389.4	10820.1		319.46	612		10800.6	392.7		178.1401341	274.7		10792.7	331.65		117.7	-395		2721.666959	31.542
333.3	10849.5		391.05	10844		320.53	614		10802.5	394.35		177.5903213	276.3		10849.5	333.3		118.25	-394.7		2727.755556	23.997
334.95	10909.5		392.7	10800.6		321.03	620		10820.1	389.4		181.449917	274.6		10909.5	334.95		118.8	-395.8		2733.950292	44.74
336.6	10967.4		394.35	10802.5		321.62	598		10844	391.05		185.8500683	276.3		10967.4	336.6		119.35	-391.8		2740.013966	83.723
338.25	11025		396	10930.6		322.11	600		10930.6	396		187.5198589	273.1		11025	338.25		120.45	-387.9		2745.637019	31.368
339.9	11083.3		397.65	11009.4		322.22	612		11009.4	397.65		189.7200084	274		11083.3	339.9		121	-404.4		2750.60724	67.121
341.55	11144		399.3	11090.6		322.75	589		11090.6	399.3		193.0001733	275		11144	341.55		121.55	-401.1		2755.2096	6.2
343.2	11200.3		400.95	11156.1		323.3	613		11156.1	400.95		196.2998832	273.4		11200.3	343.2		122.1	-403.4		2759.634016	14.921
344.85	11259.3		402.6	11163.9		324.35	624		11163.9	402.6		198.520189	273		11259.3	344.85		122.65	-391.8		2764.000205	17.876
346.5	11321.5		404.25	11186.7		324.95	660		11186.7	404.25		201.2800496	271.5		11321.5	346.5		123.2	-400.5		2768.123713	13.734
348.15	11377.7		405.9	11229.9		325.43	632		11229.9	405.9		204.0001025	275.4		11377.7	348.15		123.75	-406.2		2771.893056	16.828
349.8	11436.4		407.55	11319.7		325.98	606		11319.7	407.55		206.1999894	274.9		11436.4	349.8		124.3	-392.7		2775.788889	17.65
351.45	11494.2		409.2	11406.7		326.6	626		11406.7	409.2		209.5200609	271.7		11494.2	351.45		124.85	-400		2779.663934	61.171
353.1	11551.3		410.85	11509		327.08	633		11509	410.85		212.2699163	271.6		11551.3	353.1		125.4	-401.9		2782.635678	283.454
354.75	11612.9		412.5	11551.9		327.14	624		11528.5	414.15		215.0000898	272.8		11612.9	354.75		125.95	-391.3		2784.966792	547.585
356.4	11668.7		414.15	11528.5		327.63	651		11532.1	415.8		216.6499516	271.5		11668.7	356.4		126.5	-399.8		2786.978829	711.296
358.05	11724.6		415.8	11532.1		328.18	640		11537.6	419.1		221.0499004	271.1		11724.6	358.05		127.05	-404.2		2789.027042	845.003
359.7	11786.8		417.45	11541.7		329.85	642		11541.7	417.45		222.7200121	269.1		11786.8	359.7		127.6	-395.6		2790.978558	933.913
361.35	11846.9		419.1	11537.6		330.24	641		11551.9	412.5		225.4793566	269.8		11846.9	361.35		128.15	-397.2		2792.865179	813.18
363	11905.5		420.75	11623.5		330.99	660		11623.5	420.75		228.1999671	271.5		11905.5	363		128.7	-398.2		2794.738305	611.506
364.65	11966.2		422.4	11724.9		332.89	647		11724.9	422.4		232.0499362	270.7		11966.2	364.65		129.25	-396.6		2796.63718	410.137
366.3	12029.7		424.05	11820.1		333.03	649		11820.1	424.05		233.720003	269.3		12029.7	366.3		129.8	-395.6		2798.612298	407.044
367.95	12097.9		425.7	11915.4		334.73	665		11915.4	425.7		236.4700389	268.6		12097.9	367.95		130.35	-392.7		2800.566785	247.442
369.6	12167.7		427.35	12019.1		335.64	648		12019.1	427.35		240.2700703	269.8		12167.7	369.6		130.9	-401.8		2802.656315	313.679
371.25	12237.2		429	12121.6		335.78	660		12121.6	429		242.5001163	267.6		12237.2	371.25		131.45	-387.3		2804.557119	488.93
372.9	12309.8		430.65	12231.2		337.53	654		12231.2	430.65		244.7201175	265.3		12309.8	372.9		132	-394.6		2806.445536	427.482
374.55	12387.9		432.3	12356.4		338.08	654		12356.4	432.3		248.0200203	265.2		12387.9	374.55		132.55	-397.2		2808.329346	194.554
376.2	12463.4		433.95	12409.5		340.13	662		12409.5	433.95		250.7201717	267.6		12463.4	376.2		133.1	-394.5		2810.09568	500.538
377.85	12538		435.6	12461.3		340.83	657		12461.3	435.6		253.500087	265.9		12538	377.85		133.65	-399.5		2811.64493	611.17
379.5	12621.1		437.25	12508.4		343.31	671		12508.4	437.25		256.8799888	265.5		12621.1	379.5		134.2	-389.9		2813.225182	398.708
381.15	12702.1		438.9	12581.7		343.48	659		12581.7	438.9		258.9898959	260.7		12702.1	381.15		134.75	-390.8		2814.925385	146.898
382.8	12785.1		440.55	12663		345.23	675		12663	440.55		260.6500978	266.7		12785.1	382.8		135.3	-394.4		2816.588173	345.493
384.45	12877.4		442.2	12736.2		346.64	676		12736.2	442.2		264.5000465	265.5		12877.4	384.45		135.85	-391.7		2818.153835	258.713
386.1	12965.8		443.85	12825		346.78	658		12825	443.85		268.3699301	263.2		12965.8	386.1		136.4	-389.2		2819.753287	171.749
387.75	13054.9		445.5	12918.7		348.61	674		12918.7	445.5		269.4201912	262.7		13054.9	387.75		136.95	-401.6		2821.589017	48.829
389.4	13143.7		447.15	13025.1		349.08	657		13025.1	447.15		272.1998275	261.2		13143.7	389.4		137.5	-387.2		2823.824764	49.507
391.05	13231.6		448.8	13204.6		350.76	648		13204.6	448.8		276.0699646	261.1		13231.6	391.05		138.05	-387.8		2825.749315	104.584
392.7	13320		450.45	13384.8		351.85	671		13384.8	450.45		278.2700822	259.4		13320	392.7		138.6	-404.9		2827.934641	57.983
394.35	13409.4		452.1	13545.8		354.12	664		13545.8	452.1		280.5293769	262.1		13409.4	394.35		139.15	-388.9		2830.198603	69.695
396	13495.9		453.75	13608.7		355.51	671		13608.7	453.75		283.7200201	262.9		13495.9	396		139.7	-394.9		2832.406408	69.559
397.65	13580.9		455.4	13668.8		355.58	665		13668.8	455.4		286.4900884	258.1		13580.9	397.65		140.25	-393.8		2834.789391	101.726
399.3	13665.8		457.05	13727.2		357.1	664		13727.2	457.05		287.6799163	257.6		13665.8	399.3		140.8	-399.6		2837.382572	147.505
400.95	13758.9		458.7	13818.4		357.23	665		13818.4	458.7		293.5999852	262.3		13758.9	400.95		141.35	-400.9		2840.110966	30.216
402.6	13844.7		460.35	13947.1		357.94	666		13947.1	460.35		294.15	263		13844.7	402.6		141.9	-391		2843.116349	39.427
404.25	13931.3		462	14070.9		359.53	663		14070.9	462		297.5199168	260.7		13931.3	404.25		142.45	-396.1		2846.138533	8.518
405.9	14024.1		463.65	14190.1		361.73	675		14190.1	463.65		299.7201211	258.4		14024.1	405.9		143	-398.5		2848.969289	7.851
407.55	14113.3		465.3	14250.7		362.51	671		14250.6	466.95		303.0003683	260.1		14113.3	407.55		143.55	-396.5		2851.748628	10.015
409.2	14197.2		466.95	14250.6		362.73	674		14250.7	465.3		305.74985	260.4		14197.2	409.2		144.1	-397.8		2854.530402	38.309
410.85	14284.2		468.6	14289.1		365.09	676		14289.1	468.6		308.5199794	259.7		14284.2	410.85		144.65	-392.9		2857.345026	8.752
412.5	14362.2		470.25	14388.9		367.3	675		14388.9	470.25		312.3202754	259.2		14362.2	412.5		145.2	-398.7		2860.174492	76.51
414.15	14445.4		471.9	14502.2		368.88	682		14502.2	471.9		312.8498287	260.8		14445.4	414.15		145.75	-398.9		2862.99	37.822
415.8	14526.4		473.55	14614		369.49	685		14614	473.55		316.7499225	259.6		14526.4	415.8		146.3	-390.6		2865.93172	81.898
417.45	14606.1		475.2	14677.7		370.84	689		14677.7	475.2		319.5201429	259.3		14606.1	417.45		146.85	-390.4		2868.760188	56.615
419.1	14675.9		476.85	14720.7		370.98	683		14720.7	476.85		322.8784483	258.3		14675.9	419.1		147.4	-402.3		2871.682759	95.21
420.75	14750.7		478.5	14777.3		372.74	693		14777.3	478.5		324.9501288	261.3		14750.7	420.75		147.95	-389.9		2874.474425	55.261
422.4	14834		480.15	14823.4		374.38	676		14823.4	480.15		326.5500163	260.7		14834	422.4		148.5	-390.3		2877.329388	61.775
424.05	14918.1		481.8	14914.1		374.99	674		14914.1	481.8		330.5000298	261.8		14918.1	424.05		149.05	-398.8		2880.36709	21.117
425.7	15005.4		483.45	15080		376.76	670		15080	483.45		333.2607143	259		15005.4	425.7		149.6	-397.8		2883.653323	78.18
427.35	15098.7		485.1	15225.5		377.03	682		15225.5	485.1		336.019929	260.9		15098.7	427.35		150.15	-394.9		2887.155357	34.061
429	15187.7		486.75	15381.1		378.24	675		15381.1	486.75		338.6501529	260.4		15187.7	429		150.7	-392.2		2890.750664	113.45
430.65	15273.7		488.4	15515.3		379.33	685		15515.3	488.4		341.4998061	259.3		15273.7	430.65		151.25	-404.7		2894.148438	27.17
432.3	15364.2		490.05	15659		381.53	678		15659	490.05		343.7199318	262		15364.2	432.3		151.8	-391.2		2897.253235	69.546
433.95	15450.8		491.7	15772.7		383.85	717		15772.7	491.7		347.0200284	263.7		15450.8	433.95		152.35	-387.3		2900.248214	87.915
435.6	15541.4		493.35	15831.2		385.34	698		15831.2	493.35		349.7502432	263.8		15541.4	435.6		152.9	-396.4		2903.219118	73.154
437.25	15632.6		495	15887.8		387.83	694		15887.8	495		352.5797663	265.2		15632.6	437.25		153.45	-387		2905.874583	281.143
438.9	15731.5		496.65	15963.6		388.09	678		15963.6	496.65		355.3297297	260.6		15731.5	438.9		154	-398.1		2908.013764	319.521
440.55	15832.3		498.3	16025.4		389.26	682		16025.4	498.3		356.8902715	260.9		15832.3	440.55		154.55	-401.4		2910.05642	266.433
442.2	15929.4		499.95	16085.8		389.78	688		16085.8	499.95		360.1993833	263		15929.4	442.2		155.1	-395.2		2912.13448	192.035
443.85	16029.1		501.6	16134.5		392.98	672		16134.5	501.6		362.9805501	263.8		16029.1	443.85		155.65	-393.4		2914.095717	339.151
445.5	16128.6		503.25	16274.1		393.53	661		16274.1	503.25		369.5500393	264.4		16128.6	445.5		156.2	-394.9		2915.927379	327.569
447.15	16227.1		504.9	16486.5		395.23	669		16486.5	504.9		371.2300078	264.2		16227.1	447.15		156.75	-397.1		2917.783559	274.332
448.8	16329.8		506.55	16726		396.24	652		16726	506.55		375.0498768	264		16329.8	448.8		157.3	-400.6		2919.618555	340.084
450.45	16433.8		508.2	16912.9		398.79	671		16912.9	508.2		377.2698387	263.4		16433.8	450.45		157.85	-393		2921.414214	218.867
452.1	16541.9		509.85	17004.8		399.03	666		17004.8	509.85		379.9998311	265.7		16541.9	452.1		158.4	-387.1		2923.438868	203.41
453.75	16648.4		511.5	17125.2		400.26	685		17125.2	511.5		382.2201259	264.9		16648.4	453.75		158.95	-397.5		2925.744072	123.787
455.4	16756.7		513.15	17219.1		401.33	681		17219.1	513.15		385.1299682	267.5		16756.7	455.4		159.5	-390.4		2928.14125	147.126
457.05	16865.8		514.8	17290.6		404.36	694		17290.6	514.8		389.19	266.9		16865.8	457.05		160.05	-399.3		2931.040221	33.953
458.7	16978.3		516.45	17340.7		404.53	673		17340.7	516.45		393.7507895	266		16978.3	458.7		160.6	-397.5		2934.77568	43.255
460.35	17096.7		518.1	17423.9		405.81	679		17423.9	518.1		390.479749	265.1		17096.7	460.35		161.15	-399.9		2938.414032	69.303
462	17215.4		519.75	17616.5		407.24	703		17616.5	519.75		396.5000254	267.6		17215.4	462		161.7	-395		2942.183591	47.114
463.65	17340.3		521.4	17920		410.87	650		17920	521.4		399.2800862	264.8		17340.3	463.65		162.25	-394.1		2946.861806	24.5
465.3	17468.1		523.05	18216.3		411.13	633		18216.3	523.05		401.9992308	264.8		17468.1	465.3		162.8	-393.4		2952.417838	26.617
466.95	17590.1		524.7	18394		412.51	653		18394	524.7		404.1899342	265		17590.1	466.95		163.35	-398.4		2958.313947	31.853
468.6	17717.3		526.35	18502.5		412.78	654		18502.5	526.35		404.7801389	265.3		17717.3	468.6		163.9	-395.1		2964.227926	35.452
470.25	17847.6		528	18603.1		415.08	665		18603.1	528		406.390039	264.4		17847.6	470.25		164.45	-396		2969.997165	20.819
471.9	17981.9		529.65	18716.5		418.02	643		18716.5	529.65		407.5000223	264.1		17981.9	471.9		165	-397.3		2975.524505	40.869
473.55	18121.6		531.3	18914.2		418.28	559		18914.2	531.3		407.9230517	264.81		18121.6	473.55		165.55	-389.3		2980.891626	70.745
475.2	18252.4		532.95	19116		421.13	469		19116	532.95		408.7535517	264.84		18252.4	475.2		166.1	-399.6		2985.99485	42.234
476.85	18385.8		534.6	19292.5		426.8	488		19292.5	534.6		409.0702759	268.16		18385.8	476.85		166.65	-402.3		2990.628571	76.206
478.5	18522.7		536.25	19404.1		427.08	468		19404.1	536.25		409.3733871	264.48		18522.7	478.5		167.2	-396.7		2994.963016	49.387
480.15	18653.6		537.9	19516.3		429.24	477		19516.3	537.9		409.6714516	270.14		18653.6	480.15		167.75	-397.2		2998.051222	106.419
481.8	18787.1		539.55	19606.8		431.26	462		19606.8	539.55		409.9477419	268.87		18787.1	481.8		168.3	-402		3000.267565	151.84
483.45	18924.3		541.2	19716.9		431.48	483		19716.9	541.2		410.266129	269.1		18924.3	483.45		168.85	-396.9		3002.413548	40.639
485.1	19051.3		542.85	19825		434.33	462		19825	542.85		410.5508065	267.17		19051.3	485.1		169.4	-390.9		3004.327799	15.588
486.75	19184.3		544.5	19915.6		436.81	480		19915.6	544.5		410.8214516	267.66		19184.3	486.75		169.95	-393.4		3006.50866	57.978
488.4	19314.8		546.15	20000.4		436.98	467		20000.4	546.15		413.3766154	269.51		19314.8	488.4		170.5	-395.9		3008.425041	87.129
490.05	19446.6		547.8	20095.4		438.28	479		20095.4	547.8		416.5279412	266.9		19446.6	490.05		171.05	-395.1		3010.319741	59.291
491.7	19579.6		549.45	20171.7		443.13	542		20171.7	549.45		413.3883729	262.74		19579.6	491.7		171.6	-392.7		3012.187733	162.824
493.35	19707.4		551.1	20253.9		445.64	651		20253.9	551.1		415.3241271	267.09		19707.4	493.35		172.15	-389		3013.699864	106.513
495	19830.5		552.75	20420.6		445.78	627		20420.6	552.75		417.1481145	260.7		19830.5	495		172.7	-397.9		3015.265158	66.851
496.65	19961.3		554.4	20632.4		448.08	643		20632.4	554.4		419.345426	261.3		19961.3	496.65		173.25	-398.9		3016.919971	21.032
498.3	20094.2		556.05	20820.7		450.47	610		20820.7	556.05		420.8390089	266.22		20094.2	498.3		173.8	-396.8		3018.535661	13.521
499.95	20224.2		557.7	21038.9		450.73	646		21038.9	557.7		421.1473669	257.13		20224.2	499.95		174.35	-396.6		3020.201985	11.969
501.6	20346.6		559.35	21275.2		453.11	661		21275.2	559.35		421.4178107	247.55		20346.6	501.6		174.9	-392.7		3022.001345	4.157
503.25	20476.9		561	21429.3		453.58	662		21425.9	562.65		421.7152663	254.62		20476.9	503.25		175.45	-400.6		3023.914838	17.111
504.9	20599.6		562.65	21425.9		456.61	670		21429.3	561		422.0182544	253.99		20599.6	504.9		176	-396.3		3025.812479	24.01
506.55	20725.1		564.3	21581.6		456.78	653		21581.6	564.3		422.3157101	256.04		20725.1	506.55		176.55	-395.6		3027.694444	32.675
508.2	20854.7		565.95	21641		460.14	646		21641	565.95		422.6729779	255.89		20854.7	508.2		177.1	-393.3		3029.490517	109.81
509.85	20975.9		567.6	21758.9		461.92	628		21758.9	567.6		422.9946586	258.74		20975.9	509.85		177.65	-391.4		3031.128571	63.588
511.5	21102.9		569.25	21778.4		463.16	625		21778.4	569.25		423.3674685	258.25		21102.9	511.5		178.2	-391.3		3032.739625	56.353
513.15	21226.3		570.9	21936.9		463.38	619		21927.9	572.55		423.7499842	258.53		21226.3	513.15		178.75	-393.2		3034.308286	75.619
514.8	21354.6		572.55	21927.9		464.58	613		21936.9	570.9		424.0569255	257.17		21354.6	514.8		179.3	-397.6		3035.769496	88.339
516.45	21479.5		574.2	22083.2		466.84	619		22083.2	574.2		424.4521983	254.31		21479.5	516.45		179.85	-395.8		3037.238018	127.037
518.1	21610.2		575.85	22119.4		467.11	623		22119.4	575.85		424.7948374	253.63		21610.2	518.1		180.4	-403.1		3038.481627	196.426
519.75	21732.6		577.5	22167		467.31	630		22167	577.5		425.141978	251.56		21732.6	519.75		180.95	-396.3		3039.448029	437.288
521.4	21863.6		579.15	22354.8		469.53	612		22354.8	579.15		425.5183788	255.9		21863.6	521.4		181.5	-390.6		3040.2727	369.16
523.05	21999.7		580.8	22436.4		472.94	578		22436.4	580.8		425.8839344	258.57		21999.7	523.05		182.05	-396		3041.089219	709.109
524.7	22127		582.45	22526.4		473.1	597		22526.4	582.45		426.2201398	248.92		22127	524.7		182.6	-390.6		3043.590335	544.092
526.35	22262.5		584.1	22626		474.04	569		22626	584.1		426.5615959	253.99		22262.5	526.35		183.15	-396.3		3044.42151	379.629
528	22403.3		585.75	22811.2		479.43	465		22811.2	585.75		426.8979605	255.39		22403.3	528		183.7	-394.5		3046.28689	361.796
529.65	22540.7		587.4	22917.3		479.87	476		22917.3	587.4		427.2990839	247.85		22540.7	529.65		184.25	-391.4		3047.286847	362.246
531.3	22673.5		589.05	23012.9		483.83	461		22996	590.7		427.6432976	248.41		22673.5	531.3		184.8	-407.6		3048.344935	310.431
532.95	22806.9		590.7	22996		484.05	470		23012.9	589.05		427.9890732	253.1		22806.9	532.95		185.35	-401.2		3049.426276	302.705
534.6	22946		592.35	23202.2		484.18	469		23202.2	592.35		428.3279268	251.03		22946	534.6		185.9	-402.4		3050.515289	248.255
536.25	23086.1		594	23379.3		486.99	459		23379.3	594		428.7368049	255.66		23086.1	536.25		186.45	-395		3051.684483	173.815
537.9	23225.8		595.65	23430.3		489.77	470		23430.3	595.65		429.0448631	253.02		23225.8	537.9		187	-402.5		3052.988962	372.987
539.55	23357.1		597.3	23598.6		491.53	476		23598.6	597.3		429.3748631	251.14		23357.1	539.55		187.55	-407.9		3054.234567	312.519
541.2	23494.5		598.95	23921.8		495.61	463		23921.8	598.95		429.7057664	251.42		23494.5	541.2		188.1	-399.6		3055.471919	245.566
542.85	23639.7		600.6	24103.5		495.83	451		24103.5	600.6		430.035917	250.97		23639.7	542.85		188.65	-394.6		3056.847519	647.612
544.5	23779		602.25	24233.5		498.68	452		24233.5	602.25		430.3510128	249.65		23779	544.5		189.2	-387.2		3058.185558	631.207
546.15	23919.1		603.9	24454.4		501.14	441		24454.4	603.9		430.6726677	249.23		23919.1	546.15		189.75	-396.2		3059.559155	398.567
547.8	24071.1		605.55	24624.1		501.33	456		24624.1	605.55		430.9831629	248.95		24071.1	547.8		190.3	-394		3061.205396	211.757
549.45	24226.9		607.2	24966.4		505.9	441		24966.4	607.2		431.3032788	249.38		24226.9	549.45		190.85	-399.1		3063.03268	222.449
551.1	24385.9		608.85	25131.1		506.2	438		25131.1	608.85		431.5704153	248.92		24385.9	551.1		191.4	-395.2		3064.867776	98.848
552.75	24537.9		610.5	25285.8		506.28	473		25285.8	610.5		431.8371565	250.73		24537.9	552.75		191.95	-396		3066.954575	69.021
554.4	24700		612.15	25469.9		508.99	419		25469.9	612.15		432.124984	246.97		24700	554.4		192.5	-400.4		3069.247444	46.369
556.05	24851.2		613.8	25706.3		511.38	424		25706.3	613.8		432.5759322	244.31		24851.2	556.05		193.05	-391.1		3071.765476	99.563
557.7	25020.7		615.45	25890.1		511.77	427		25890.1	615.45		433.2915537	243		25020.7	557.7		193.6	-399.2		3074.055447	67.614
559.35	25186.8		617.1	26018.3		514.48	405		26018.3	617.1		433.9462712	246.4		25186.8	559.35		194.15	-386.2		3076.666867	170.25
561	25353.9		618.75	26223.1		516.87	409		26223.1	618.75		434.6644691	247.67		25353.9	561		194.7	-398.9		3079.501061	109.903
562.65	25519		620.4	26364.9		517.08	404		26364.9	620.4		435.3935907	245.83		25519	562.65		195.25	-389		3082.536286	173.515
564.3	25696.3		622.05	26549.3		519.56	408		26549.3	622.05		436.0935987	246.18		25696.3	564.3		195.8	-388.4		3085.69469	101.198
565.95	25867.3		623.7	26764.6		519.7	381		26764.6	623.7		436.81	244.42		25867.3	565.95		196.35	-400.4		3089.023817	95.815
567.6	26033.7		625.35	26896.9		522.4	395		26896.9	625.35		437.5415075	246.74		26033.7	567.6		196.9	-392.7		3092.522669	100.295
569.25	26202.3		627	27072.1		522.69	389		27072.1	627		438.0450614	249.92		26202.3	569.25		197.45	-391		3095.963836	31.749
570.9	26366.5		628.65	27251.8		525.6	371		27251.8	628.65		438.5155252	244.27		26366.5	570.9		198	-392.5		3099.291691	90.188
572.55	26532.1		630.3	27407.1		527.85	375		27407.1	630.3		438.9994465	247.02		26532.1	572.55		198.55	-397.7		3102.30229	-17.453
574.2	26701.6		631.95	27567.9		528.11	366		27567.9	631.95		439.4264576	248.09		26701.6	574.2		199.1	-399.8		3105.141266	89.13
575.85	26868		633.6	27610.6		528.24	384		27610.6	633.6		439.877214	246.94		26868	575.85		199.65	-398.7		3107.708333	21.306
577.5	27034.7		635.25	27624.8		530.95	366		27624.8	635.25		440.3600369	243.95		27034.7	577.5		200.2	-403.7		3109.927444	67.817
579.15	27203.4		636.9	27962.1		532.42	377		27926.5	638.55		440.7956967	242.53		27203.4	579.15		200.75	-397.4		3111.889478	31.812
580.8	27370.6		638.55	27926.5		532.63	371		27962.1	636.9		441.3195492	244.24		27370.6	580.8		201.3	-391.7		3113.719365	77.114
582.45	27538.9		640.2	28200		536.44	375		28200	640.2		441.8303279	241.59		27538.9	582.45		201.85	-394.5		3115.411919	73.061
584.1	27700		641.85	28359		538.82	371		28359	641.85		442.2689358	247.3		27700	584.1		202.4	-396.8		3117.007377	111.744
585.75	27845.8		643.5	28481		539.07	378		28481	643.5		442.6901689	240.02		27845.8	585.75		202.95	-399.2		3118.600654	232.268
587.4	28000.9		645.15	28542.5		539.22	371		28501.7	646.8		443.1184628	241.5		28000.9	587.4		203.5	-394		3120.044863	139.827
589.05	28157.1		646.8	28501.7		543.41	373		28542.5	645.15		443.5577196	242.23		28157.1	589.05		204.05	-391.4		3121.397668	452.011
590.7	28302.2		648.45	28753.8		543.59	379		28753.8	648.45		443.9406884	242.15		28302.2	590.7		204.6	-403.5		3122.621504	196.54
592.35	28452		650.1	28992.7		548.51	366		28992.7	650.1		444.3379562	239.35		28452	592.35		205.15	-389.5		3124.012073	80.534
594	28612.7		651.75	29063.3		549.95	358		29063.3	651.75		444.712508	241.24		28612.7	594		205.7	-399.9		3125.477212	101.855
